name,gpu_score
857,intel iris 540,1261.0
858,intel iris 550,1427.0
859,intel iris 6100,894.0
860,intel iris 650,1433.0
861,intel iris plus,1814.0
862,intel iris plus 640,1350.0
863,intel iris plus 645,1715.0
864,intel iris plus 650,1576.0
865,intel iris plus 655,1734.0
866,intel iris pro 5200,1184.0
867,intel iris pro 580,1988.0
868,intel iris pro 6100,925.0
869,intel iris pro graphics 6200,1471.0
870,intel iris pro p580,2231.0
871,intel iris pro p6300,1626.0
872,intel iris xe,2682.0
873,intel iris xe max,1972.0
874,intel iris xe max 100,1927.0
875,intel media accelerator,33.0
876,intel media accelerator 3150,3.0
877,intel media accelerator 500,3.0
878,intel media accelerator 600,7.0
879,intel media accelerator hd,109.0
880,intel poison ivy,739.0
881,intel q33 express,7.0
882,intel q35 embedded,8.0
883,intel q35 express,77.0
884,intel q45/q43 express chipset,199.0
885,intel q45/q43 express-chipsatz,57.0
886,intel q965/q963 express,161.0
887,intel skylake hd dt gt2,577.0
888,intel uhd 630,615.0
889,intel uhd 770,1017.0
890,intel uhd 770#0x1c005d839205d7e9#,1759.0
891,intel uhd graphics,1486.0
892,intel uhd graphics 600,321.0
893,intel uhd graphics 605,370.0
894,intel uhd graphics 610,712.0
895,intel uhd graphics 615,734.0
896,intel uhd graphics 617,874.0
897,intel uhd graphics 620,1045.0
898,intel uhd graphics 630,1243.0
899,intel uhd graphics 710,1078.0
900,intel uhd graphics 730,1582.0
901,intel uhd graphics 750,1726.0
902,intel uhd graphics 770,1887.0
903,intel uhd graphics p630,2120.0
904,intel uhd graphics p750,1671.0
905,intel us15 embedded media and controller,7.0
906,ion,84.0
907,ion le,98.0
908,l4,11519.0
909,l40-8q,19705.0
910,l40s,14397.0
911,lebo virtual usb monitor,1790.0
912,m860g with mobility radeon 4100,76.0
913,m880g with mobility radeon hd 4200,93.0
914,m880g with mobility radeon hd 4225,72.0
915,m880g with mobility radeon hd 4250,104.0
916,master x3100 driver,10.0
917,matrox c420 lp pcie x16,597.0
918,matrox c680 pcie x16,1904.0
919,matrox c900 pcie x16,1812.0
920,matrox g200e wddm 1.2,59.0
921,matrox g200e wddm 2.0,101.0
922,matrox g200eh,41.0
923,matrox g200eh wddm 1.2,52.0
924,matrox g200eh wddm 2.0,46.0
925,matrox g200er,37.0
926,matrox g200er wddm 1.2,45.0
927,matrox g200er wddm 2.0,68.0
928,matrox g200ew,40.0
929,matrox g200ew wddm 1.2,50.0
930,matrox g200ew3 wddm 2.0,90.0
931,matrox luma a310,3690.0
932,matrox luma a310f,3873.0
933,matrox luma a310fp,3093.0
934,matrox luma a380p,5805.0
935,matrox m9120 pcie x16,20.0
936,matrox m9120 plus lp pcie x16,26.0
937,matrox m9125 pcie x16,26.0
938,matrox m9128 lp pcie x16,32.0
939,matrox m9138 lp pcie x16,42.0
940,matrox m9140 lp pcie x16,23.0
941,matrox m9148 lp pcie x16,40.0
942,matrox m9188 atx pcie x16,44.0
943,matrox millennium p650 pcie 128,5.0
944,matrox millennium p690 pcie x16,367.0
945,matrox millennium p690 plus lp pcie x16,7.0
946,matrox parhelia 128mb,3.0
947,matrox parhelia 256mb,9.0
948,matrox parhelia apve,6.0
949,mct usb3.0 external device,520.0
950,medion radeon 9800 xxl,72.0
951,medion radeon x740xl,95.0
952,mi pad 5 adreno 640 gpu,722.0
953,microsoft basic display adapter ryzen 5 3550h,3537.0
954,microsoft basic display adapter ryzen 5 5600g,302.0
955,miracast display port driver v3,15910.0
956,mirrorv3,1081.0
957,mobile intel - famiglia express chipset 45,39.0
958,mobile intel 4 express-chipsatzfamilie,45.0
959,mobile intel 45 express,42.0
960,mobile intel 45 express-chipsatzfamilie,117.0
961,mobile intel 915gm/gms/910gml express,2.0
962,mobile intel 945 express,2.0
963,mobile intel 945gm express,6.0
964,mobile intel 945gm/gu express,5.0
965,mobile intel 965 express,47.0
966,mobile intel 965 express - br-0907-0461 v1839,8.0
967,mobile intel 965 express-chipsatzfamilie,24.0
968,mobile intel hd,236.0
969,mobile intel serie 4 express,45.0
970,mobile intel965 express,18.0
971,mobility firegl 7800,5.0
972,mobility firegl t2,41.0
973,mobility firegl t2/t2e,34.0
974,mobility firegl v3200,62.0
975,mobility firegl v5000,82.0
976,mobility firegl v5200,45.0
977,mobility firegl v5250,27.0
978,mobility firegl v5725,219.0
979,mobility igp 9000/9100,10.0
980,mobility radeon 4100,81.0
981,mobility radeon 7000 igp,6.0
982,mobility radeon 7500,4.0
983,mobility radeon 9000,3.0
984,mobility radeon 9000 igp,8.0
985,mobility radeon 9000/9100 igp,6.0
986,mobility radeon 9100 igp,3.0
987,mobility radeon 9200,3.0
988,mobility radeon 9550,30.0
989,mobility radeon 9600,36.0
990,mobility radeon 9600 pro turbo,25.0
991,mobility radeon 9600/9700,39.0
992,mobility radeon 9700,27.0
993,mobility radeon 9800,46.0
994,mobility radeon hd 2300,51.0
995,mobility radeon hd 2400,90.0
996,mobility radeon hd 2400 xt,102.0
997,mobility radeon hd 2600,168.0
998,mobility radeon hd 2600 xt,192.0
999,mobility radeon hd 3400 serisi,111.0
1000,mobility radeon hd 3410,63.0
1001,mobility radeon hd 3430,98.0
1002,mobility radeon hd 3450,91.0
1003,mobility radeon hd 3470,93.0
1004,mobility radeon hd 3470 hybrid x2,94.0
1005,mobility radeon hd 3650,140.0
1006,mobility radeon hd 3670,232.0
1007,mobility radeon hd 3850,366.0
1008,mobility radeon hd 3870,548.0
1009,mobility radeon hd 3870 x2,478.0
1010,mobility radeon hd 4200,91.0
1011,mobility radeon hd 4225,66.0
1012,mobility radeon hd 4250,98.0
1013,mobility radeon hd 4270,93.0
1014,mobility radeon hd 4300 serisi,73.0
1015,mobility radeon hd 4330,135.0
1016,mobility radeon hd 4350,148.0
1017,mobility radeon hd 4550,191.0
1018,mobility radeon hd 4570,142.0
1019,mobility radeon hd 4650,401.0
1020,mobility radeon hd 4670,463.0
1021,mobility radeon hd 4830,512.0
1022,mobility radeon hd 4850,866.0
1023,mobility radeon hd 4870,720.0
1024,mobility radeon hd 5000,773.0
1025,mobility radeon hd 5000 serisi,479.0
1026,mobility radeon hd 5165,284.0
1027,mobility radeon hd 530v,175.0
1028,mobility radeon hd 540v,188.0
1029,mobility radeon hd 5430,181.0
1030,mobility radeon hd 5450,214.0
1031,mobility radeon hd 545v,200.0
1032,mobility radeon hd 5470,236.0
1033,mobility radeon hd 550v,266.0
1034,mobility radeon hd 5570,528.0
1035,mobility radeon hd 560v,318.0
1036,mobility radeon hd 5650,449.0
1037,mobility radeon hd 565v,353.0
1038,mobility radeon hd 5730,507.0
1039,mobility radeon hd 5850,763.0
1040,mobility radeon hd 5870,1084.0
1041,mobility radeon hd serie 4200,97.0
1042,mobility radeon x1300,40.0
1043,mobility radeon x1350,40.0
1044,mobility radeon x1400,43.0
1045,mobility radeon x1450,33.0
1046,mobility radeon x1600,92.0
1047,mobility radeon x1700,105.0
1048,mobility radeon x1800,130.0
1049,mobility radeon x1900,135.0
1050,mobility radeon x2300,48.0
1051,mobility radeon x2300 hd,49.0
1052,mobility radeon x2500,82.0
1053,mobility radeon x300,34.0
1054,mobility radeon x600,50.0
1055,mobility radeon x600 se,49.0
1056,mobility radeon x700,67.0
1057,mobility radeon x700 xl,60.0
1058,mobility radeon xpress 200,27.0
1059,mobility radeon. hd 5470,215.0
1060,mobility/radeon 9000,4.0
1061,monster geforce gtx 675m,2637.0
1062,mxgpu,1282.0
1063,n16p-gx,1205.0
1064,n18e-q1,2525.0
1065,nforce 750a sli,83.0
1066,nforce 760i sli,140.0
1067,nforce 780a sli,92.0
1068,nforce 980a/780a sli,82.0
1069,nv44,15.0
1070,nvidia a10,22064.0
1071,nvidia a10-4q,3425.0
1072,nvidia a10g,18773.0
1073,nvidia a40,14665.0
1074,nvidia a40-12q,3371.0
1075,nvidia a40-4q,4230.0
1076,nvidia a40-8q,4220.0
1077,nvidia geforce3 ti200,6.0
1078,nvidia titan x,13660.0
1079,nvidia titan xp,18711.0
1080,nvs 2100m,140.0
1081,nvs 300,122.0
1082,nvs 310,250.0
1083,nvs 3100m,116.0
1084,nvs 315,300.0
1085,nvs 4200m,281.0
1086,nvs 510,692.0
1087,nvs 5100m,188.0
1088,nvs 5200m,513.0
1089,nvs 5400m,626.0
1090,nvs 810,1179.0
1091,opal xt/gl,1053.0
1092,p104-100,3695.0
1093,p106-090,2343.0
1094,p106-100,6408.0
1095,parsec virtual display adapter,5023.0
1096,pci\ven_1002&dev_164e&subsys_d0001458&rev_c2 ryzen,1681.0
1097,pci\ven_1002&dev_164e&subsys_d0001458&rev_c3 ryzen,1654.0
1098,pci\ven_1002&dev_164e&subsys_d0001458&rev_c6 ryzen,1769.0
1099,pci\ven_1002&dev_164e&subsys_d0001458&rev_c7 ryzen,1643.0
1100,phdgd ivy 4,374.0
1101,phdgd ivy 5,445.0
1102,phdgd quantic c3,117.0
1103,phdgd sapphire gr for mobile intel 965,26.0
1104,phdgd solo 1.2.0 x86,11.0
1105,phdgd solo 2 x64,20.0
1106,q12u-1,5164.0
1107,quadro 1000m,567.0
1108,quadro 1100m,755.0
1109,quadro 2000,946.0
1110,quadro 2000 d,1239.0
1111,quadro 2000d,976.0
1112,quadro 2000m,778.0
1113,quadro 2100m,1100.0
1114,quadro 280 nvs pcie,6.0
1115,quadro 3000m,995.0
1116,quadro 400,148.0
1117,quadro 4000,1478.0
1118,quadro 4000m,1302.0
1119,quadro 410,438.0
1120,quadro 5000,1934.0
1121,quadro 5000m,2060.0
1122,quadro 500m,571.0
1123,quadro 5010m,1772.0
1124,quadro 600,534.0
1125,quadro 6000,2685.0
1126,quadro 7000,3505.0
1127,quadro cx,947.0
1128,quadro fx 1000,34.0
1129,quadro fx 1100,36.0
1130,quadro fx 1300,34.0
1131,quadro fx 1400,124.0
1132,quadro fx 1500,170.0
1133,quadro fx 1500m,171.0
1134,quadro fx 1600m,131.0
1135,quadro fx 1700,181.0
1136,quadro fx 1700m,173.0
1137,quadro fx 1800,398.0
1138,quadro fx 1800m,467.0
1139,quadro fx 2000,18.0
1140,quadro fx 2500m,218.0
1141,quadro fx 2700,543.0
1142,quadro fx 2700m,367.0
1143,quadro fx 2800m,418.0
1144,quadro fx 3000,69.0
1145,quadro fx 3400/4400,104.0
1146,quadro fx 3450,149.0
1147,quadro fx 3450/4000 sdi,179.0
1148,quadro fx 350,86.0
1149,quadro fx 3500,260.0
1150,quadro fx 3500m,306.0
1151,quadro fx 350m,45.0
1152,quadro fx 3600m,467.0
1153,quadro fx 360m,87.0
1154,quadro fx 370,84.0
1155,quadro fx 370 low profile,103.0
1156,quadro fx 370 lp,108.0
1157,quadro fx 3700,378.0
1158,quadro fx 3700m,456.0
1159,quadro fx 370m,93.0
1160,quadro fx 380,157.0
1161,quadro fx 380 lp,123.0
1162,quadro fx 3800,824.0
1163,quadro fx 3800m,586.0
1164,quadro fx 380m,121.0
1165,quadro fx 4000,101.0
1166,quadro fx 4500,227.0
1167,quadro fx 4500 x2,236.0
1168,quadro fx 4600,431.0
1169,quadro fx 4700 x2,676.0
1170,quadro fx 4800,979.0
1171,quadro fx 500/600 pci,14.0
1172,quadro fx 500/fx 600,8.0
1173,quadro fx 540,81.0
1174,quadro fx 550,64.0
1175,quadro fx 5500,242.0
1176,quadro fx 560,114.0
1177,quadro fx 5600,525.0
1178,quadro fx 570,232.0
1179,quadro fx 570m,104.0
1180,quadro fx 580,161.0
1181,quadro fx 5800,1222.0
1182,quadro fx 770m,221.0
1183,quadro fx 880m,224.0
1184,quadro fx go1400,102.0
1185,quadro gp100,16374.0
1186,quadro gv100,19824.0
1187,quadro k1000m,779.0
1188,quadro k1100m,1091.0
1189,quadro k1200,2941.0
1190,quadro k2000,1580.0
1191,quadro k2000d,1586.0
1192,quadro k2000m,1013.0
1193,quadro k2100m,1357.0
1194,quadro k2200,3554.0
1195,quadro k2200m,3469.0
1196,quadro k3000m,1639.0
1197,quadro k3100m,2264.0
1198,quadro k4000,2718.0
1199,quadro k4000m,1903.0
1200,quadro k4100m,2756.0
1201,quadro k420,744.0
1202,quadro k4200,4326.0
1203,quadro k5000,3994.0
1204,quadro k5000m,2779.0
1205,quadro k500m,480.0
1206,quadro k5100m,3163.0
1207,quadro k510m,641.0
1208,quadro k5200,6092.0
1209,quadro k600,737.0
1210,quadro k6000,8068.0
1211,quadro k610m,718.0
1212,quadro k620,2232.0
1213,quadro k620m,1165.0
1214,quadro m1000m,2851.0
1215,quadro m1200,3238.0
1216,quadro m2000,3992.0
1217,quadro m2000m,3456.0
1218,quadro m2200,4262.0
1219,quadro m3000m,5597.0
1220,quadro m4000,6672.0
1221,quadro m4000m,6119.0
1222,quadro m5000,9410.0
1223,quadro m5000m,7020.0
1224,quadro m500m,1164.0
1225,quadro m520,1873.0
1226,quadro m5500,7915.0
1227,quadro m6000,11749.0
1228,quadro m6000 24gb,11883.0
1229,quadro m600m,2151.0
1230,quadro m620,2795.0
1231,quadro nvs 110m,48.0
1232,quadro nvs 120m,47.0
1233,quadro nvs 130m,97.0
1234,quadro nvs 135m,50.0
1235,quadro nvs 140m,79.0
1236,quadro nvs 150m,70.0
1237,quadro nvs 160m,136.0
1238,quadro nvs 210s,24.0
1239,quadro nvs 210s / geforce 6150le,21.0
1240,quadro nvs 280 pci,8.0
1241,quadro nvs 280 sd,2.0
1242,quadro nvs 285,42.0
1243,quadro nvs 285 128mb,38.0
1244,quadro nvs 290,228.0
1245,quadro nvs 295,94.0
1246,quadro nvs 320m,208.0
1247,quadro nvs 420,103.0
1248,quadro nvs 440,38.0
1249,quadro nvs 450,67.0
1250,quadro nvs 510m,238.0
1251,quadro nvs 55/280 pci,6.0
1252,quadro p1000,4461.0
1253,quadro p2000,6930.0
1254,quadro p2000 with max-q design,5285.0
1255,quadro p2200,9325.0
1256,quadro p3000,6520.0
1257,quadro p3200,8776.0
1258,quadro p3200 with max-q design,9409.0
1259,quadro p400,1644.0
1260,quadro p4000,11624.0
1261,quadro p4000 with max-q design,9083.0
1262,quadro p4200,10440.0
1263,quadro p4200 with max-q design,11447.0
1264,quadro p500,1631.0
1265,quadro p5000,12541.0
1266,quadro p520,2098.0
1267,quadro p5200,12239.0
1268,quadro p5200 with max-q design,12531.0
1269,quadro p600,3307.0
1270,quadro p6000,15308.0
1271,quadro p620,3638.0
1272,quadro rtx 3000,11117.0
1273,quadro rtx 3000 with max-q design,8255.0
1274,quadro rtx 4000,15368.0
1275,quadro rtx 4000 (mobile),12327.0
1276,quadro rtx 4000 with max-q design,12366.0
1277,quadro rtx 5000,15955.0
1278,quadro rtx 5000 (mobile),14832.0
1279,quadro rtx 5000 with max-q design,13491.0
1280,quadro rtx 6000,18733.0
1281,quadro rtx 8000,19278.0
1282,quadro t1000,6452.0
1283,quadro t1000 with max-q design,6721.0
1284,quadro t2000,7175.0
1285,quadro t2000 with max-q design,6907.0
1286,quadro2 mxr/ex,5.0
1287,quadro2 pro,1.0
1288,quadro4 380 xgl,7.0
1289,quadro4 900 xgl,5.0
1290,quadro4 980 xgl,5.0
1291,qualcomm adreno 540 gpu,119.0
1292,qualcomm adreno 618 gpu,127.0
1293,qualcomm adreno 630 gpu,283.0
1294,qualcomm adreno 675 gpu,540.0
1295,qualcomm adreno 680 gpu,802.0
1296,qualcomm adreno 685 gpu,979.0
1297,qualcomm adreno 690 gpu,1028.0
1298,qualcomm adreno 7c gen 3 gpu,749.0
1299,qualcomm adreno 7c+ gen 3,594.0
1300,qualcomm adreno 8cx gen 3,1953.0
1301,qualcomm adreno 8cx gen 3 gpu,1864.0
1302,qualcomm adreno x1-45 gpu,1490.0
1303,qualcomm adreno x1-85 gpu,2685.0
1304,qxl kmdod,19.0
1305,radeon 2100,60.0
1306,radeon 3000,98.0
1307,radeon 3015e,372.0
1308,radeon 3020e,465.0
1309,radeon 3100,74.0
1310,radeon 520,861.0
1311,radeon 530,1021.0
1312,radeon 535,1077.0
1313,radeon 535dx,774.0
1314,radeon 540,1383.0
1315,radeon 540x,1438.0
1316,radeon 550,2027.0
1317,radeon 550x,1433.0
1318,radeon 610m,1099.0
1319,radeon 610m ryzen 9 7845hx,21623.0
1320,radeon 610m ryzen 9 7945hx,1565.0
1321,radeon 620,895.0
1322,radeon 625,1094.0
1323,radeon 630,1435.0
1324,radeon 6600m,524.0
1325,radeon 660m ryzen 5 6600h,6286.0
1326,radeon 660m ryzen 5 7535hs,3706.0
1327,radeon 6750m,911.0
1328,radeon 680m ryzen 7 7735hs,6167.0
1329,radeon 7000 / radeon ve,3.0
1330,radeon 7000 / radeon ve family,4.0
1331,radeon 7200,3.0
1332,radeon 740m,3188.0
1333,radeon 7500,3.0
1334,radeon 7500 family,5.0
1335,radeon 760m,5810.0
1336,radeon 780m,7052.0
1337,radeon 8500 family,7.0
1338,radeon 880m,7624.0
1339,radeon 890m,8106.0
1340,radeon 9000,5.0
1341,radeon 9000 family,4.0
1342,radeon 9100 family,6.0
1343,radeon 9100 igp,5.0
1344,radeon 9200,4.0
1345,radeon 9200 le family,3.0
1346,radeon 9200 pro family,3.0
1347,radeon 9200 se,3.0
1348,radeon 9250,3.0
1349,radeon 9500,36.0
1350,radeon 9500 pro / 9700,42.0
1351,radeon 9550,35.0
1352,radeon 9550 / x1050,29.0
1353,radeon 9600 family,25.0
1354,radeon 9600 pro,43.0
1355,radeon 9600 pro family,27.0
1356,radeon 9600 tx family,18.0
1357,radeon 9600 xt,35.0
1358,radeon 9600se,27.0
1359,radeon 9700 pro,54.0
1360,radeon 9700 tx w/tv-out,44.0
1361,radeon 9800,58.0
1362,radeon 9800 pro,59.0
1363,radeon 9800 se,24.0
1364,radeon 9800 xt,57.0
1365,radeon a9800xt,23.0
1366,radeon athlon gold 3150u,773.0
1367,radeon athlon gold pro 4150ge,1574.0
1368,radeon athlon pro 3045b,555.0
1369,radeon athlon silver 3050u,690.0
1370,radeon e2400,52.0
1371,radeon e4690,405.0
1372,radeon e6460,324.0
1373,radeon e6465,231.0
1374,radeon e6760,877.0
1375,radeon e8860,1686.0
1376,radeon e8870pcie,3368.0
1377,radeon eng sample: 100-000000085-40_35/24_y,1441.0
1378,radeon eng sample: 100-000000146-40_42/35_y,2464.0
1379,radeon eng sample: 100-000000261-50_y,3490.0
1380,radeon eng sample: 100-000000262-30_y,2416.0
1381,radeon eng sample: 100-000000263-30_y,1684.0
1382,radeon eng sample: 100-000000285-40_y,2267.0
1383,radeon eng sample: 100-000000287-40_y,1862.0
1384,radeon eng sample: 100-000000300-30_y,2717.0
1385,radeon eng sample: 100-000000300-40_y,2670.0
1386,radeon eng sample: 100-000000371-40_42/18_y,2591.0
1387,radeon eng sample: 100-000000534-40_y,5380.0
1388,radeon eng sample: 100-000000545-40_y,5026.0
1389,radeon eng sample: 100-000000550-40_y,5224.0
1390,radeon eng sample: 100-000000560-40_y,4816.0
1391,radeon eng sample: 100-000000561-40_y,4042.0
1392,radeon eng sample: 100-000000562-40_y,3841.0
1393,radeon epyc 4124p 4-core,1615.0
1394,radeon epyc 4244p 6-core,1424.0
1395,radeon epyc 4344p 8-core,1635.0
1396,radeon epyc 4364p 8-core,1611.0
1397,radeon epyc 4464p 12-core,1614.0
1398,radeon epyc 4484px 12-core,1620.0
1399,radeon epyc 4564p 16-core,1619.0
1400,radeon epyc 4584px 16-core,1662.0
1401,radeon hd 2350,77.0
1402,radeon hd 2400,121.0
1403,radeon hd 2400 pci,14.0
1404,radeon hd 2400 pro,114.0
1405,radeon hd 2400 xt,119.0
1406,radeon hd 2600 pro,211.0
1407,radeon hd 2600 pro agp,110.0
1408,radeon hd 2600 xt,283.0
1409,radeon hd 2900 gt,292.0
1410,radeon hd 2900 pro,628.0
1411,radeon hd 2900 xt,660.0
1412,radeon hd 3000,96.0
1413,radeon hd 3200,82.0
1414,radeon hd 3300,127.0
1415,radeon hd 3450,155.0
1416,radeon hd 3470,119.0
1417,radeon hd 3650 agp,150.0
1418,radeon hd 3670,161.0
1419,radeon hd 3850,393.0
1420,radeon hd 3850 agp,432.0
1421,radeon hd 3850 x2,822.0
1422,radeon hd 3870,555.0
1423,radeon hd 3870 x2,709.0
1424,radeon hd 4200,112.0
1425,radeon hd 4250,123.0
1426,radeon hd 4270,110.0
1427,radeon hd 4290,141.0
1428,radeon hd 4300/4500 serisi,156.0
1429,radeon hd 4330,115.0
1430,radeon hd 4350,135.0
1431,radeon hd 4550,236.0
1432,radeon hd 4650,238.0
1433,radeon hd 4650 agp,208.0
1434,radeon hd 4670,380.0
1435,radeon hd 4770,910.0
1436,radeon hd 4810,769.0
1437,radeon hd 4830,836.0
1438,radeon hd 4850,933.0
1439,radeon hd 4850 x2,1132.0
1440,radeon hd 4870,1376.0
1441,radeon hd 4870 x2,1309.0
1442,radeon hd 4890,1508.0
1443,radeon hd 5450,136.0
1444,radeon hd 5470,268.0
1445,radeon hd 5550,377.0
1446,radeon hd 5570,476.0
1447,radeon hd 5600/5700,634.0
1448,radeon hd 5670,804.0
1449,radeon hd 5750,1164.0
1450,radeon hd 5770,1341.0
1451,radeon hd 5830,1733.0
1452,radeon hd 5850,1970.0
1453,radeon hd 5870,2220.0
1454,radeon hd 5970,2282.0
1455,radeon hd 6230,179.0
1456,radeon hd 6250,94.0
1457,radeon hd 6290,105.0
1458,radeon hd 6290m,140.0
1459,radeon hd 6300m,144.0
1460,radeon hd 6310,122.0
1461,radeon hd 6320,147.0
1462,radeon hd 6320 graphic,216.0
1463,radeon hd 6320m,198.0
1464,radeon hd 6350,141.0
1465,radeon hd 6370d,255.0
1466,radeon hd 6370m,276.0
1467,radeon hd 6380g,201.0
1468,radeon hd 6410d,237.0
1469,radeon hd 6430m,193.0
1470,radeon hd 6450,197.0
1471,radeon hd 6450 + 8470d dual,763.0
1472,radeon hd 6450a,260.0
1473,radeon hd 6470m,228.0
1474,radeon hd 6480g,257.0
1475,radeon hd 6480m,353.0
1476,radeon hd 6490m,378.0
1477,radeon hd 6520g,300.0
1478,radeon hd 6530d,337.0
1479,radeon hd 6550a,708.0
1480,radeon hd 6550d,401.0
1481,radeon hd 6570,550.0
1482,radeon hd 6610m,565.0
1483,radeon hd 6620g,341.0
1484,radeon hd 6630m,685.0
1485,radeon hd 6650a,836.0
1486,radeon hd 6650m,753.0
1487,radeon hd 6670,726.0
1488,radeon hd 6670 + 6670 dual,647.0
1489,radeon hd 6670 + 7660d dual,1492.0
1490,radeon hd 6670/7670,946.0
1491,radeon hd 6700m,1017.0
1492,radeon hd 6750,1043.0
1493,radeon hd 6750m,937.0
1494,radeon hd 6770,1251.0
1495,radeon hd 6770m,964.0
1496,radeon hd 6790,1619.0
1497,radeon hd 6800m,799.0
1498,radeon hd 6850,1966.0
1499,radeon hd 6850 x2,2534.0
1500,radeon hd 6870,2216.0
1501,radeon hd 6900m,1703.0
1502,radeon hd 6950,2615.0
1503,radeon hd 6970,2832.0
1504,radeon hd 6970m,2270.0
1505,radeon hd 6990,3013.0
1506,radeon hd 7290,112.0
1507,radeon hd 7290m,123.0
1508,radeon hd 7310,128.0
1509,radeon hd 7310 - carte graphique,174.0
1510,radeon hd 7310g,181.0
1511,radeon hd 7310m,166.0
1512,radeon hd 7340,153.0
1513,radeon hd 7340g,196.0
1514,radeon hd 7340m,221.0
1515,radeon hd 7350,165.0
1516,radeon hd 7400g,267.0
1517,radeon hd 7420g,309.0
1518,radeon hd 7450,225.0
1519,radeon hd 7450a,288.0
1520,radeon hd 7450m,330.0
1521,radeon hd 7470,289.0
1522,radeon hd 7470m,408.0
1523,radeon hd 7480d,279.0
1524,radeon hd 7500g,308.0
1525,radeon hd 7500g + 7500m/7600m dual,617.0
1526,radeon hd 7500g + 7550m dual,497.0
1527,radeon hd 7500g + hd 7500m/7600m dual,356.0
1528,radeon hd 7520g,316.0
1529,radeon hd 7520g + 7400m dual,487.0
1530,radeon hd 7520g + 7470m dual,543.0
1531,radeon hd 7520g + 7500/7600 dual,582.0
1532,radeon hd 7520g + 7600m dual,591.0
1533,radeon hd 7520g + 7610m dual,588.0
1534,radeon hd 7520g + 7650m dual,453.0
1535,radeon hd 7520g + 7670m dual,523.0
1536,radeon hd 7520g + 7700m dual,1061.0
1537,radeon hd 7520g + 8600/8700m dual,311.0
1538,radeon hd 7520g + 8750m dual,377.0
1539,radeon hd 7520g + hd 7400m dual,545.0
1540,radeon hd 7520g + hd 7500/7600 dual,832.0
1541,radeon hd 7520g + hd 7600m dual,447.0
1542,radeon hd 7520g + hd 7670m dual,495.0
1543,radeon hd 7520g + hd 7700m dual,575.0
1544,radeon hd 7520g + hd 8600/8700m dual,624.0
1545,radeon hd 7520g + hd 8750m dual,651.0
1546,radeon hd 7520g n hd 7520g + hd 7500/7600 7500/760,575.0
1547,radeon hd 7520g n hd 7520g + hd 7600m n hd 7600m d,365.0
1548,radeon hd 7540d,332.0
1549,radeon hd 7540d + 6570 dual,720.0
1550,radeon hd 7540d + 7500 dual,822.0
1551,radeon hd 7540d + hd 6450 dual,643.0
1552,radeon hd 7550m,465.0
1553,radeon hd 7550m/7650m,729.0
1554,radeon hd 7560d,458.0
1555,radeon hd 7560d + 6450 dual,569.0
1556,radeon hd 7560d + 6570 dual,833.0
1557,radeon hd 7560d + 6670 dual,1131.0
1558,radeon hd 7560d + 7560d dual,983.0
1559,radeon hd 7560d + 7570 dual,985.0
1560,radeon hd 7560d + 7670 dual,1426.0
1561,radeon hd 7560d + 7700 dual,1919.0
1562,radeon hd 7560d + hd 6570 dual,1237.0
1563,radeon hd 7560d + hd 6670 dual,1555.0
1564,radeon hd 7560d + hd 7000 dual,534.0
1565,radeon hd 7560d + hd 7600 dual,1258.0
1566,radeon hd 7560d + hd 7670 dual,1380.0
1567,radeon hd 7560d + hd 7700 dual,1347.0
1568,radeon hd 7560d + hd 8570 dual,936.0
1569,radeon hd 7560d + r5 235 dual,563.0
1570,radeon hd 7570,612.0
1571,radeon hd 7570m,427.0
1572,radeon hd 7570m/hd 7670m,699.0
1573,radeon hd 7580d,351.0
1574,radeon hd 7600g,327.0
1575,radeon hd 7600g + 6400m dual,377.0
1576,radeon hd 7600g + 7450m dual,390.0
1577,radeon hd 7600g + 7500m/7600m dual,406.0
1578,radeon hd 7600g + 7550m dual,423.0
1579,radeon hd 7600g + 8500m/8700m dual,334.0
1580,radeon hd 7600g + hd 7400m dual,329.0
1581,radeon hd 7600g + hd 7500m/7600m dual,477.0
1582,radeon hd 7600g + hd 7550m dual,509.0
1583,radeon hd 7600g + hd 8670m dual,544.0
1584,radeon hd 7600g + hd dual,435.0
1585,radeon hd 7600g n hd 7600g + hd on hd dual,526.0
1586,radeon hd 7600m + 7600m dual,773.0
1587,radeon hd 7610m,632.0
1588,radeon hd 7620g,364.0
1589,radeon hd 7620g + 8600m dual,509.0
1590,radeon hd 7620g + 8670m dual,577.0
1591,radeon hd 7620g + hd 8600m dual,443.0
1592,radeon hd 7620g + hd 8670m dual,507.0
1593,radeon hd 7620g n hd 7620g + hd 8600m n hd 8600m d,452.0
1594,radeon hd 7640g,459.0
1595,radeon hd 7640g + 6400m dual,527.0
1596,radeon hd 7640g + 7400m dual,637.0
1597,radeon hd 7640g + 7450m dual,754.0
1598,radeon hd 7640g + 7470m dual,595.0
1599,radeon hd 7640g + 7500/7600 dual,627.0
1600,radeon hd 7640g + 7500m/7600m dual,776.0
1601,radeon hd 7640g + 7600m dual,706.0
1602,radeon hd 7640g + 7610m dual,510.0
1603,radeon hd 7640g + 7650m dual,747.0
1604,radeon hd 7640g + 7670m dual,645.0
1605,radeon hd 7640g + 7690m dual,946.0
1606,radeon hd 7640g + 7700m dual,691.0
1607,radeon hd 7640g + 8500m dual,586.0
1608,radeon hd 7640g + 8570m dual,558.0
1609,radeon hd 7640g + 8600/8700m dual,689.0
