name,score
2887,Intel Core i7-7700K @ 4.20GHz,9647.0
2888,Intel Core i7-7700T @ 2.90GHz,7584.0
2889,Intel Core i7-7740X @ 4.30GHz,9607.0
2890,Intel Core i7-7800X @ 3.50GHz,12856.0
2891,Intel Core i7-7820EQ @ 3.00GHz,7542.0
2892,Intel Core i7-7820HK @ 2.90GHz,7377.0
2893,Intel Core i7-7820HQ @ 2.90GHz,7160.0
2894,Intel Core i7-7820X @ 3.60GHz,17168.0
2895,Intel Core i7-7900X @ 3.30GHz,21008.0
2896,Intel Core i7-7920HQ @ 3.10GHz,7366.0
2897,Intel Core i7-7Y75 @ 1.30GHz,2644.0
2898,Intel Core i7-8086K @ 4.00GHz,14267.0
2899,Intel Core i7-820QM @ 1.73GHz,1775.0
2900,Intel Core i7-840QM @ 1.87GHz,1952.0
2901,Intel Core i7-8500Y @ 1.50GHz,2474.0
2902,Intel Core i7-8550U @ 1.80GHz,5906.0
2903,Intel Core i7-8557U @ 1.70GHz,7342.0
2904,Intel Core i7-8559U @ 2.70GHz,8358.0
2905,Intel Core i7-8565U @ 1.80GHz,6060.0
2906,Intel Core i7-8565UC @ 1.80GHz,6187.0
2907,Intel Core i7-8569U @ 2.80GHz,8235.0
2908,Intel Core i7-860 @ 2.80GHz,2997.0
2909,Intel Core i7-860S @ 2.53GHz,2280.0
2910,Intel Core i7-8650U @ 1.90GHz,6260.0
2911,Intel Core i7-8665U @ 1.90GHz,6249.0
2912,Intel Core i7-8665UE @ 1.70GHz,5170.0
2913,Intel Core i7-870 @ 2.93GHz,3136.0
2914,Intel Core i7-8700 @ 3.20GHz,12832.0
2915,Intel Core i7-8700B @ 3.20GHz,11876.0
2916,Intel Core i7-8700K @ 3.70GHz,13623.0
2917,Intel Core i7-8700T @ 2.40GHz,10180.0
2918,Intel Core i7-8705G @ 3.10GHz,7695.0
2919,Intel Core i7-8706G @ 3.10GHz,7287.0
2920,Intel Core i7-8709G @ 3.10GHz,7947.0
2921,Intel Core i7-870S @ 2.67GHz,2765.0
2922,Intel Core i7-8750H @ 2.20GHz,9888.0
2923,Intel Core i7-875K @ 2.93GHz,3100.0
2924,Intel Core i7-880 @ 3.07GHz,3319.0
2925,Intel Core i7-8809G @ 3.10GHz,8546.0
2926,Intel Core i7-8850H @ 2.60GHz,10211.0
2927,Intel Core i7-920 @ 2.67GHz,2840.0
2928,Intel Core i7-920XM @ 2.00GHz,1950.0
2929,Intel Core i7-930 @ 2.80GHz,2963.0
2930,Intel Core i7-940 @ 2.93GHz,2947.0
2931,Intel Core i7-940XM @ 2.13GHz,2209.0
2932,Intel Core i7-950 @ 3.07GHz,3215.0
2933,Intel Core i7-960 @ 3.20GHz,3347.0
2934,Intel Core i7-965 @ 3.20GHz,3424.0
2935,Intel Core i7-970 @ 3.20GHz,6546.0
2936,Intel Core i7-9700 @ 3.00GHz,13234.0
2937,Intel Core i7-9700E @ 2.60GHz,12595.0
2938,Intel Core i7-9700F @ 3.00GHz,13250.0
2939,Intel Core i7-9700K @ 3.60GHz,14458.0
2940,Intel Core i7-9700KF @ 3.60GHz,14266.0
2941,Intel Core i7-9700T @ 2.00GHz,10768.0
2942,Intel Core i7-9700TE @ 1.80GHz,10203.0
2943,Intel Core i7-975 @ 3.33GHz,3493.0
2944,Intel Core i7-9750H @ 2.60GHz,10812.0
2945,Intel Core i7-9750HF @ 2.60GHz,10625.0
2946,Intel Core i7-980 @ 3.33GHz,6936.0
2947,Intel Core i7-9800X @ 3.80GHz,18091.0
2948,Intel Core i7-980X @ 3.33GHz,6810.0
2949,Intel Core i7-985 @ 3.47GHz,3928.0
2950,Intel Core i7-9850H @ 2.60GHz,11054.0
2951,Intel Core i7-9850HE @ 2.70GHz,10868.0
2952,Intel Core i7-9850HL @ 1.90GHz,7897.0
2953,Intel Core i7-990X @ 3.47GHz,7168.0
2954,Intel Core i7-995X @ 3.60GHz,7862.0
2955,Intel Core i9-10850K @ 3.60GHz,22372.0
2956,Intel Core i9-10880H @ 2.30GHz,14642.0
2957,Intel Core i9-10885H @ 2.40GHz,14824.0
2958,Intel Core i9-10900 @ 2.80GHz,19835.0
2959,Intel Core i9-10900E @ 2.80GHz,19469.0
2960,Intel Core i9-10900F @ 2.80GHz,19948.0
2961,Intel Core i9-10900K @ 3.70GHz,22772.0
2962,Intel Core i9-10900KF @ 3.70GHz,22518.0
2963,Intel Core i9-10900T @ 1.90GHz,14822.0
2964,Intel Core i9-10900TE @ 1.80GHz,16251.0
2965,Intel Core i9-10900X @ 3.70GHz,22473.0
2966,Intel Core i9-10910 @ 3.60GHz,21485.0
2967,Intel Core i9-10920X @ 3.50GHz,26164.0
2968,Intel Core i9-10940X @ 3.30GHz,27894.0
2969,Intel Core i9-10980HK @ 2.40GHz,15425.0
2970,Intel Core i9-10980XE @ 3.00GHz,32787.0
2971,Intel Core i9-11900 @ 2.50GHz,22731.0
2972,Intel Core i9-11900F @ 2.50GHz,22281.0
2973,Intel Core i9-11900H @ 2.50GHz,20560.0
2974,Intel Core i9-11900K @ 3.50GHz,25228.0
2975,Intel Core i9-11900KB @ 3.30GHz,22917.0
2976,Intel Core i9-11900KF @ 3.50GHz,25006.0
2977,Intel Core i9-11900T @ 1.50GHz,18948.0
2978,Intel Core i9-11950H @ 2.60GHz,21163.0
2979,Intel Core i9-11980HK @ 2.60GHz,22755.0
2980,Intel Core i9-12900,34284.0
2981,Intel Core i9-12900E,26666.0
2982,Intel Core i9-12900F,36440.0
2983,Intel Core i9-12900H,27947.0
2984,Intel Core i9-12900HK,27346.0
2985,Intel Core i9-12900HX,34044.0
2986,Intel Core i9-12900K,41473.0
2987,Intel Core i9-12900KF,41126.0
2988,Intel Core i9-12900KS,44021.0
2989,Intel Core i9-12900T,30056.0
2990,Intel Core i9-12900TE,35057.0
2991,Intel Core i9-12950HX,32346.0
2992,Intel Core i9-13900,47017.0
2993,Intel Core i9-13900E,34049.0
2994,Intel Core i9-13900F,51132.0
2995,Intel Core i9-13900H,28744.0
2996,Intel Core i9-13900HK,31536.0
2997,Intel Core i9-13900HX,44121.0
2998,Intel Core i9-13900K,59038.0
2999,Intel Core i9-13900KF,58370.0
3000,Intel Core i9-13900KS,61589.0
3001,Intel Core i9-13900T,44125.0
3002,Intel Core i9-13900TE,15819.0
3003,Intel Core i9-13905H,30155.0
3004,Intel Core i9-13950HX,43502.0
3005,Intel Core i9-13980HX,47188.0
3006,Intel Core i9-14900,48099.0
3007,Intel Core i9-14900F,47042.0
3008,Intel Core i9-14900HX,45745.0
3009,Intel Core i9-14900K,60209.0
3010,Intel Core i9-14900KF,59403.0
3011,Intel Core i9-14900KS,62464.0
3012,Intel Core i9-14900T,39300.0
3013,Intel Core i9-7900X @ 3.30GHz,21065.0
3014,Intel Core i9-7920X @ 2.90GHz,23651.0
3015,Intel Core i9-7940X @ 3.10GHz,25944.0
3016,Intel Core i9-7960X @ 2.80GHz,28923.0
3017,Intel Core i9-7980XE @ 2.60GHz,30094.0
3018,Intel Core i9-8950HK @ 2.90GHz,10457.0
3019,Intel Core i9-9820X @ 3.30GHz,20212.0
3020,Intel Core i9-9880H @ 2.30GHz,13683.0
3021,Intel Core i9-9900 @ 3.10GHz,16501.0
3022,Intel Core i9-9900B @ 3.10GHz,16660.0
3023,Intel Core i9-9900K @ 3.60GHz,18262.0
3024,Intel Core i9-9900KF @ 3.60GHz,18265.0
3025,Intel Core i9-9900KS @ 4.00GHz,19473.0
3026,Intel Core i9-9900T @ 2.10GHz,13052.0
3027,Intel Core i9-9900X @ 3.50GHz,21853.0
3028,Intel Core i9-9920X @ 3.50GHz,25163.0
3029,Intel Core i9-9940X @ 3.30GHz,27975.0
3030,Intel Core i9-9960X @ 3.10GHz,30254.0
3031,Intel Core i9-9980HK @ 2.40GHz,14110.0
3032,Intel Core i9-9980XE @ 3.00GHz,31979.0
3033,Intel Core i9-9990XE @ 4.00GHz,30162.0
3034,Intel Core M-5Y10 @ 0.80GHz,1644.0
3035,Intel Core M-5Y10a @ 0.80GHz,1905.0
3036,Intel Core M-5Y10c @ 0.80GHz,1887.0
3037,Intel Core M-5Y31 @ 0.90GHz,1899.0
3038,Intel Core M-5Y51 @ 1.10GHz,2010.0
3039,Intel Core M-5Y70 @ 1.10GHz,1823.0
3040,Intel Core M-5Y71 @ 1.20GHz,2032.0
3041,Intel Core m3-6Y30 @ 0.90GHz,2169.0
3042,Intel Core m3-7Y30 @ 1.00GHz,2585.0
3043,Intel Core m3-7Y32 @ 1.10GHz,2733.0
3044,Intel Core m3-8100Y @ 1.10GHz,2859.0
3045,Intel Core m5-6Y54 @ 1.10GHz,2269.0
3046,Intel Core m5-6Y57 @ 1.10GHz,2345.0
3047,Intel Core m5-7Y54 @ 1.20GHz,1475.0
3048,Intel Core m7-6Y75 @ 1.20GHz,2329.0
3049,Intel Core Solo T1300 @ 1.66GHz,210.0
3050,Intel Core Solo T1350 @ 1.86GHz,194.0
3051,Intel Core Solo T1400 @ 1.83GHz,253.0
3052,Intel Core Solo U1300 @ 1.06GHz,127.0
3053,Intel Core Solo U1400 @ 1.20GHz,130.0
3054,Intel Core Solo U1500 @ 1.33GHz,164.0
3055,Intel Core Ultra 5 125H,22305.0
3056,Intel Core Ultra 5 125U,17649.0
3057,Intel Core Ultra 5 134U,12058.0
3058,Intel Core Ultra 5 135H,22927.0
3059,Intel Core Ultra 5 135U,17591.0
3060,Intel Core Ultra 5 226V,18922.0
3061,Intel Core Ultra 5 245K,42561.0
3062,Intel Core Ultra 7 155H,24949.0
3063,Intel Core Ultra 7 155U,16830.0
3064,Intel Core Ultra 7 164U,15106.0
3065,Intel Core Ultra 7 165H,26291.0
3066,Intel Core Ultra 7 165U,17505.0
3067,Intel Core Ultra 7 256V,21811.0
3068,Intel Core Ultra 7 258V,19539.0
3069,Intel Core Ultra 7 265K,60123.0
3070,Intel Core Ultra 9 185H,29413.0
3071,Intel Core Ultra 9 285K,65873.0
3072,Intel Core Ultra 9 288V,19288.0
3073,Intel Core2 Duo E4300 @ 1.80GHz,593.0
3074,Intel Core2 Duo E4400 @ 2.00GHz,710.0
3075,Intel Core2 Duo E4500 @ 2.20GHz,739.0
3076,Intel Core2 Duo E4600 @ 2.40GHz,873.0
3077,Intel Core2 Duo E4700 @ 2.60GHz,908.0
3078,Intel Core2 Duo E6300 @ 1.86GHz,634.0
3079,Intel Core2 Duo E6320 @ 1.86GHz,717.0
3080,Intel Core2 Duo E6400 @ 2.13GHz,780.0
3081,Intel Core2 Duo E6420 @ 2.13GHz,760.0
3082,Intel Core2 Duo E6540 @ 2.33GHz,808.0
3083,Intel Core2 Duo E6550 @ 2.33GHz,893.0
3084,Intel Core2 Duo E6600 @ 2.40GHz,942.0
3085,Intel Core2 Duo E6700 @ 2.66GHz,990.0
3086,Intel Core2 Duo E6750 @ 2.66GHz,1012.0
3087,Intel Core2 Duo E6850 @ 3.00GHz,1130.0
3088,Intel Core2 Duo E7200 @ 2.53GHz,992.0
3089,Intel Core2 Duo E7300 @ 2.66GHz,948.0
3090,Intel Core2 Duo E7400 @ 2.80GHz,1027.0
3091,Intel Core2 Duo E7500 @ 2.93GHz,1141.0
3092,Intel Core2 Duo E7600 @ 3.06GHz,1151.0
3093,Intel Core2 Duo E8135 @ 2.40GHz,973.0
3094,Intel Core2 Duo E8135 @ 2.66GHz,1112.0
3095,Intel Core2 Duo E8200 @ 2.66GHz,1124.0
3096,Intel Core2 Duo E8235 @ 2.80GHz,1020.0
3097,Intel Core2 Duo E8290 @ 2.83GHz,1408.0
3098,Intel Core2 Duo E8300 @ 2.83GHz,997.0
3099,Intel Core2 Duo E8335 @ 2.66GHz,1057.0
3100,Intel Core2 Duo E8335 @ 2.93GHz,1002.0
3101,Intel Core2 Duo E8400 @ 3.00GHz,1206.0
3102,Intel Core2 Duo E8435 @ 3.06GHz,1104.0
3103,Intel Core2 Duo E8500 @ 3.16GHz,1273.0
3104,Intel Core2 Duo E8600 @ 3.33GHz,1380.0
3105,Intel Core2 Duo L7100 @ 1.20GHz,467.0
3106,Intel Core2 Duo L7300 @ 1.40GHz,536.0
3107,Intel Core2 Duo L7400 @ 1.50GHz,516.0
3108,Intel Core2 Duo L7500 @ 1.60GHz,657.0
3109,Intel Core2 Duo L7700 @ 1.80GHz,607.0
3110,Intel Core2 Duo L7800 @ 2.00GHz,680.0
3111,Intel Core2 Duo L9300 @ 1.60GHz,690.0
3112,Intel Core2 Duo L9600 @ 2.13GHz,788.0
3113,Intel Core2 Duo P7350 @ 2.00GHz,748.0
3114,Intel Core2 Duo P7370 @ 2.00GHz,790.0
3115,Intel Core2 Duo P7450 @ 2.13GHz,783.0
3116,Intel Core2 Duo P7550 @ 2.26GHz,856.0
3117,Intel Core2 Duo P7570 @ 2.26GHz,845.0
3118,Intel Core2 Duo P8400 @ 2.26GHz,849.0
3119,Intel Core2 Duo P8600 @ 2.40GHz,845.0
3120,Intel Core2 Duo P8700 @ 2.53GHz,960.0
3121,Intel Core2 Duo P8800 @ 2.66GHz,937.0
3122,Intel Core2 Duo P9300 @ 2.26GHz,952.0
3123,Intel Core2 Duo P9500 @ 2.53GHz,993.0
3124,Intel Core2 Duo P9600 @ 2.53GHz,1040.0
3125,Intel Core2 Duo P9600 @ 2.66GHz,1088.0
3126,Intel Core2 Duo P9700 @ 2.80GHz,1149.0
3127,Intel Core2 Duo SL9400 @ 1.86GHz,759.0
3128,Intel Core2 Duo SP9400 @ 2.40GHz,863.0
3129,Intel Core2 Duo SU9400 @ 1.40GHz,511.0
3130,Intel Core2 Duo T5200 @ 1.60GHz,470.0
3131,Intel Core2 Duo T5250 @ 1.50GHz,549.0
3132,Intel Core2 Duo T5270 @ 1.40GHz,427.0
3133,Intel Core2 Duo T5300 @ 1.73GHz,530.0
3134,Intel Core2 Duo T5450 @ 1.66GHz,583.0
3135,Intel Core2 Duo T5470 @ 1.60GHz,590.0
3136,Intel Core2 Duo T5500 @ 1.66GHz,548.0
3137,Intel Core2 Duo T5550 @ 1.83GHz,642.0
3138,Intel Core2 Duo T5600 @ 1.83GHz,658.0
3139,Intel Core2 Duo T5670 @ 1.80GHz,587.0
3140,Intel Core2 Duo T5750 @ 2.00GHz,697.0
3141,Intel Core2 Duo T5800 @ 2.00GHz,628.0
3142,Intel Core2 Duo T5850 @ 2.16GHz,687.0
3143,Intel Core2 Duo T5870 @ 2.00GHz,698.0
3144,Intel Core2 Duo T5900 @ 2.20GHz,652.0
3145,Intel Core2 Duo T6400 @ 2.00GHz,729.0
3146,Intel Core2 Duo T6500 @ 2.10GHz,747.0
3147,Intel Core2 Duo T6570 @ 2.10GHz,762.0
3148,Intel Core2 Duo T6600 @ 2.20GHz,793.0
3149,Intel Core2 Duo T6670 @ 2.20GHz,818.0
3150,Intel Core2 Duo T7100 @ 1.80GHz,604.0
3151,Intel Core2 Duo T7200 @ 2.00GHz,738.0
3152,Intel Core2 Duo T7250 @ 2.00GHz,708.0
3153,Intel Core2 Duo T7300 @ 2.00GHz,678.0
3154,Intel Core2 Duo T7400 @ 2.16GHz,761.0
3155,Intel Core2 Duo T7500 @ 2.20GHz,828.0
3156,Intel Core2 Duo T7600 @ 2.33GHz,824.0
3157,Intel Core2 Duo T7700 @ 2.40GHz,949.0
3158,[Dual CPU] Intel Core2 Duo T7700 @ 2.40GHz,3497.0
3159,Intel Core2 Duo T7800 @ 2.60GHz,921.0
3160,Intel Core2 Duo T8100 @ 2.10GHz,768.0
3161,Intel Core2 Duo T8300 @ 2.40GHz,899.0
3162,Intel Core2 Duo T9300 @ 2.50GHz,979.0
3163,Intel Core2 Duo T9400 @ 2.53GHz,1009.0
3164,Intel Core2 Duo T9500 @ 2.60GHz,1046.0
3165,Intel Core2 Duo T9550 @ 2.66GHz,972.0
3166,Intel Core2 Duo T9600 @ 2.80GHz,1073.0
3167,Intel Core2 Duo T9800 @ 2.93GHz,1216.0
3168,Intel Core2 Duo T9900 @ 3.06GHz,1187.0
3169,Intel Core2 Duo U7300 @ 1.30GHz,522.0
3170,Intel Core2 Duo U7500 @ 1.06GHz,392.0
3171,Intel Core2 Duo U7600 @ 1.20GHz,347.0
3172,Intel Core2 Duo U7700 @ 1.33GHz,429.0
3173,Intel Core2 Duo U9300 @ 1.20GHz,440.0
3174,Intel Core2 Duo U9600 @ 1.60GHz,577.0
3175,Intel Core2 Extreme Q6800 @ 2.93GHz,2145.0
3176,Intel Core2 Extreme Q6850 @ 3.00GHz,2304.0
3177,Intel Core2 Extreme Q9200 @ 2.40GHz,2011.0
3178,Intel Core2 Extreme Q9300 @ 2.53GHz,1966.0
3179,Intel Core2 Extreme X6800 @ 2.93GHz,1095.0
3180,Intel Core2 Extreme X7800 @ 2.60GHz,1138.0
3181,Intel Core2 Extreme X7900 @ 2.80GHz,1104.0
3182,Intel Core2 Extreme X9000 @ 2.80GHz,1099.0
3183,Intel Core2 Extreme X9100 @ 3.06GHz,1171.0
3184,Intel Core2 Extreme X9650 @ 3.00GHz,2404.0
3185,Intel Core2 Extreme X9750 @ 3.16GHz,2348.0
3186,Intel Core2 Extreme X9770 @ 3.20GHz,2689.0
3187,Intel Core2 Extreme X9775 @ 3.20GHz,2780.0
3188,Intel Core2 Quad Q6600 @ 2.40GHz,1818.0
3189,Intel Core2 Quad Q6700 @ 2.66GHz,2095.0
3190,Intel Core2 Quad Q8200 @ 2.33GHz,1783.0
3191,Intel Core2 Quad Q8300 @ 2.50GHz,1892.0
3192,Intel Core2 Quad Q8400 @ 2.66GHz,2064.0
3193,Intel Core2 Quad Q9000 @ 2.00GHz,1575.0
3194,Intel Core2 Quad Q9100 @ 2.26GHz,1915.0
3195,Intel Core2 Quad Q9300 @ 2.50GHz,1984.0
3196,Intel Core2 Quad Q9400 @ 2.66GHz,2132.0
3197,Intel Core2 Quad Q9450 @ 2.66GHz,2186.0
3198,Intel Core2 Quad Q9500 @ 2.83GHz,2224.0
3199,Intel Core2 Quad Q9505 @ 2.83GHz,2156.0
3200,Intel Core2 Quad Q9550 @ 2.83GHz,2348.0
3201,Intel Core2 Quad Q9650 @ 3.00GHz,2473.0
3202,Intel Core2 Solo U2100 @ 1.06GHz,233.0
3203,Intel Core2 Solo U3500 @ 1.40GHz,252.0
3204,Intel CoreT i5-1350P,19976.0
3205,Intel N100,5505.0
3206,Intel N200,5121.0
3207,Intel N50,2907.0
3208,Intel N95,5356.0
3209,Intel N97,5757.0
3210,Intel Pentium 1403 @ 2.60GHz,1851.0
3211,Intel Pentium 1403 v2 @ 2.60GHz,2284.0
3212,Intel Pentium 2020M @ 2.40GHz,1380.0
3213,Intel Pentium 2030M @ 2.50GHz,1413.0
3214,Intel Pentium 2117U @ 1.80GHz,1021.0
3215,Intel Pentium 2127U @ 1.90GHz,1064.0
3216,Intel Pentium 2129Y @ 1.10GHz,587.0
3217,Intel Pentium 3550M @ 2.30GHz,1330.0
3218,Intel Pentium 3556U @ 1.70GHz,1061.0
3219,Intel Pentium 3558U @ 1.70GHz,1036.0
3220,Intel Pentium 3560M @ 2.40GHz,1345.0
3221,Intel Pentium 3560Y @ 1.20GHz,887.0
3222,Intel Pentium 3805U @ 1.90GHz,1180.0
3223,Intel Pentium 3825U @ 1.90GHz,1399.0
3224,Intel Pentium 4 1.50GHz,86.0
3225,Intel Pentium 4 1.60GHz,84.0
3226,Intel Pentium 4 1.70GHz,86.0
3227,Intel Pentium 4 1.80GHz,115.0
3228,Intel Pentium 4 1.90GHz,104.0
3229,Intel Pentium 4 1300MHz,77.0
3230,Intel Pentium 4 1400MHz,83.0
3231,Intel Pentium 4 1500MHz,81.0
3232,Intel Pentium 4 1700MHz,100.0
3233,Intel Pentium 4 1800MHz,114.0
3234,Intel Pentium 4 2.00GHz,133.0
3235,Intel Pentium 4 2.20GHz,157.0
3236,Intel Pentium 4 2.26GHz,151.0
3237,Intel Pentium 4 2.40GHz,131.0
3238,Intel Pentium 4 2.50GHz,160.0
3239,Intel Pentium 4 2.53GHz,162.0
3240,Intel Pentium 4 2.60GHz,215.0
3241,Intel Pentium 4 2.66GHz,157.0
3242,Intel Pentium 4 2.80GHz,237.0
3243,Intel Pentium 4 2.93GHz,150.0
3244,Intel Pentium 4 3.00GHz,317.0
3245,Intel Pentium 4 3.06GHz,249.0
3246,Intel Pentium 4 3.20GHz,330.0
3247,Intel Pentium 4 3.40GHz,298.0
3248,Intel Pentium 4 3.46GHz,295.0
3249,Intel Pentium 4 3.60GHz,315.0
3250,Intel Pentium 4 3.73GHz,385.0
3251,Intel Pentium 4 3.80GHz,358.0
3252,Intel Pentium 4 3.83GHz,154.0
3253,Intel Pentium 4 Mobile 1.60GHz,116.0
3254,Intel Pentium 4 Mobile 1.80GHz,114.0
3255,Intel Pentium 4 Mobile 1.90GHz,136.0
3256,Intel Pentium 4 Mobile 2.00GHz,132.0
3257,Intel Pentium 4405U @ 2.10GHz,2107.0
3258,Intel Pentium 4405Y @ 1.50GHz,1526.0
3259,Intel Pentium 4410Y @ 1.50GHz,1384.0
3260,Intel Pentium 4415U @ 2.30GHz,2232.0
3261,Intel Pentium 4415Y @ 1.60GHz,1581.0
3262,Intel Pentium 4417U @ 2.30GHz,2242.0
3263,Intel Pentium 4425Y @ 1.70GHz,1704.0
3264,Intel Pentium 5405U @ 2.30GHz,2250.0
3265,Intel Pentium 6405U @ 2.40GHz,2356.0
3266,Intel Pentium 6805 @ 1.10GHz,4424.0
3267,Intel Pentium 957 @ 1.20GHz,622.0
3268,Intel Pentium 967 @ 1.30GHz,643.0
3269,Intel Pentium 987 @ 1.50GHz,657.0
3270,Intel Pentium 997 @ 1.60GHz,809.0
3271,Intel Pentium A1018 @ 2.10GHz,1210.0
3272,Intel Pentium A1020 @ 2.41GHz,1249.0
3273,Intel Pentium B940 @ 2.00GHz,861.0
3274,Intel Pentium B950 @ 2.10GHz,995.0
3275,Intel Pentium B960 @ 2.20GHz,984.0
3276,Intel Pentium B970 @ 2.30GHz,1073.0
3277,Intel Pentium B980 @ 2.40GHz,1087.0
3278,Intel Pentium D 3.40GHz,736.0
3279,Intel Pentium D 805 @ 2.66GHz,374.0
3280,Intel Pentium D 830 @ 3.00GHz,564.0
3281,Intel Pentium D 915 @ 2.80GHz,465.0
3282,Intel Pentium D 940 @ 3.20GHz,552.0
3283,Intel Pentium D 950 @ 3.40GHz,681.0
3284,Intel Pentium D 960 @ 3.60GHz,807.0
3285,Intel Pentium D1508 @ 2.20GHz,3240.0
3286,Intel Pentium Dual T2390 @ 1.86GHz,745.0
3287,Intel Pentium E2140 @ 1.60GHz,539.0
3288,Intel Pentium E2160 @ 1.80GHz,645.0
3289,Intel Pentium E2180 @ 2.00GHz,683.0
3290,Intel Pentium E2200 @ 2.20GHz,735.0
3291,Intel Pentium E2210 @ 2.20GHz,702.0
3292,Intel Pentium E2220 @ 2.40GHz,842.0
3293,Intel Pentium E5200 @ 2.50GHz,931.0
3294,Intel Pentium E5300 @ 2.60GHz,902.0
3295,Intel Pentium E5400 @ 2.70GHz,975.0
3296,Intel Pentium E5500 @ 2.80GHz,1040.0
3297,Intel Pentium E5700 @ 3.00GHz,1084.0
3298,Intel Pentium E5800 @ 3.20GHz,1164.0
3299,Intel Pentium E6300 @ 2.80GHz,1032.0
3300,Intel Pentium E6500 @ 2.93GHz,1172.0
3301,Intel Pentium E6600 @ 3.06GHz,1128.0
3302,Intel Pentium E6700 @ 3.20GHz,1182.0
3303,Intel Pentium E6800 @ 3.33GHz,1177.0
3304,Intel Pentium Extreme Edition 955 @ 3.46GHz,469.0
3305,Intel Pentium Extreme Edition 965 @ 3.73GHz,987.0
3306,Intel Pentium G2010 @ 2.80GHz,1599.0
3307,Intel Pentium G2020 @ 2.90GHz,1690.0
3308,Intel Pentium G2020T @ 2.50GHz,1430.0
3309,Intel Pentium G2030 @ 3.00GHz,1749.0
3310,Intel Pentium G2030T @ 2.60GHz,1581.0
3311,Intel Pentium G2100T @ 2.60GHz,1691.0
3312,Intel Pentium G2120 @ 3.10GHz,1892.0
3313,Intel Pentium G2120T @ 2.70GHz,1613.0
3314,Intel Pentium G2130 @ 3.20GHz,1926.0
3315,Intel Pentium G2140 @ 3.30GHz,2092.0
3316,Intel Pentium G3220 @ 3.00GHz,1892.0
3317,Intel Pentium G3220T @ 2.60GHz,1605.0
3318,Intel Pentium G3240 @ 3.10GHz,1940.0
3319,Intel Pentium G3240T @ 2.70GHz,1657.0
3320,Intel Pentium G3250 @ 3.20GHz,1988.0
3321,Intel Pentium G3250T @ 2.80GHz,1809.0
3322,Intel Pentium G3258 @ 3.20GHz,2078.0
3323,Intel Pentium G3260 @ 3.30GHz,2092.0
3324,Intel Pentium G3260T @ 2.90GHz,1837.0
3325,Intel Pentium G3320TE @ 2.30GHz,1570.0
3326,Intel Pentium G3420 @ 3.20GHz,1949.0
3327,Intel Pentium G3420T @ 2.70GHz,1912.0
3328,Intel Pentium G3430 @ 3.30GHz,2127.0
3329,Intel Pentium G3440 @ 3.30GHz,2202.0
3330,Intel Pentium G3440T @ 2.80GHz,2107.0
3331,Intel Pentium G3450 @ 3.40GHz,2178.0
3332,Intel Pentium G3450T @ 2.90GHz,2016.0
3333,Intel Pentium G3460 @ 3.50GHz,2231.0
3334,Intel Pentium G3470 @ 3.60GHz,2428.0
3335,Intel Pentium G4400 @ 3.30GHz,2577.0
3336,Intel Pentium G4400T @ 2.90GHz,2344.0
3337,Intel Pentium G4400TE @ 2.40GHz,2190.0
3338,Intel Pentium G4500 @ 3.50GHz,2793.0
3339,Intel Pentium G4500T @ 3.00GHz,2399.0
3340,Intel Pentium G4520 @ 3.60GHz,2707.0
3341,Intel Pentium G4560 @ 3.50GHz,3538.0
3342,Intel Pentium G4560T @ 2.90GHz,2980.0
3343,Intel Pentium G4600 @ 3.60GHz,3611.0
3344,Intel Pentium G4600T @ 3.00GHz,3062.0
3345,Intel Pentium G4620 @ 3.70GHz,3754.0
3346,Intel Pentium G620 @ 2.60GHz,1213.0
3347,Intel Pentium G620T @ 2.20GHz,896.0
3348,Intel Pentium G630 @ 2.70GHz,1334.0
3349,Intel Pentium G630T @ 2.30GHz,1090.0
3350,Intel Pentium G640 @ 2.80GHz,1349.0
3351,Intel Pentium G640T @ 2.40GHz,1139.0
3352,Intel Pentium G645 @ 2.90GHz,1428.0
3353,Intel Pentium G645T @ 2.50GHz,1228.0
3354,Intel Pentium G6950 @ 2.80GHz,1238.0
3355,Intel Pentium G6951 @ 2.80GHz,1383.0
3356,Intel Pentium G6960 @ 2.93GHz,1433.0
3357,Intel Pentium G840 @ 2.80GHz,1253.0
3358,Intel Pentium G850 @ 2.90GHz,1435.0
3359,Intel Pentium G860 @ 3.00GHz,1448.0
3360,Intel Pentium G870 @ 3.10GHz,1546.0
3361,Intel Pentium GOLD 6500Y @ 1.10GHz,3016.0
3362,Intel Pentium Gold 7505 @ 2.00GHz,5193.0
3363,Intel Pentium Gold 8505,9345.0
3364,Intel Pentium Gold G5400 @ 3.70GHz,3735.0
3365,Intel Pentium Gold G5400T @ 3.10GHz,3173.0
3366,Intel Pentium Gold G5420 @ 3.80GHz,3747.0
3367,Intel Pentium Gold G5420T @ 3.20GHz,3408.0
3368,Intel Pentium Gold G5500 @ 3.80GHz,3823.0
3369,Intel Pentium Gold G5500T @ 3.20GHz,3311.0
3370,Intel Pentium Gold G5600 @ 3.90GHz,3825.0
3371,Intel Pentium Gold G5600F @ 3.90GHz,4124.0
3372,Intel Pentium Gold G5600T @ 3.30GHz,3601.0
3373,Intel Pentium Gold G5620 @ 4.00GHz,4272.0
3374,Intel Pentium Gold G6400 @ 4.00GHz,4123.0
3375,Intel Pentium Gold G6400E @ 3.80GHz,3908.0
3376,Intel Pentium Gold G6400T @ 3.40GHz,3545.0
